code,wind_code,name,date,time,volume,turover,settle,position,cur_delta,trade_flag,accvolume,accturover,high,low,open,price,pre_close,pre_settle,pre_position,ask5,ask4,ask3,ask2,ask1,bid1,bid2,bid3,bid4,bid5,asize5,asize4,asize3,asize2,asize1,bsize1,bsize2,bsize3,bsize4,bsize5
ag,AG.SHF,沪银活跃-ag1612,20170103,95929500,4,245520,0,712362,0,0,94794,5817089130,41070000,40700000,40760000,40920000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,26,90,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95931000,0,0,0,712362,0,0,94794,5817089130,41070000,40700000,40760000,40920000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,26,91,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95932000,0,0,0,712362,0,0,94794,5817089130,41070000,40700000,40760000,40920000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,1,91,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95932500,2,122790,0,712362,0,0,94796,5817211920,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,75,1,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95933000,4,245580,0,712358,0,0,94800,5817457500,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,19,90,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95933500,12,736560,0,712346,0,0,94812,5818194060,41070000,40700000,40760000,40920000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,9,85,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95934000,0,0,0,712346,0,0,94812,5818194060,41070000,40700000,40760000,40920000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,12,85,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95934500,0,0,0,712346,0,0,94812,5818194060,41070000,40700000,40760000,40920000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,12,94,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95935000,0,0,0,712346,0,0,94812,5818194060,41070000,40700000,40760000,40920000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,3,94,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95936000,0,0,0,712346,0,0,94812,5818194060,41070000,40700000,40760000,40920000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,3,96,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95937000,4,245580,0,712344,0,0,94816,5818439640,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,75,5,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95938000,0,0,0,712344,0,0,94816,5818439640,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,75,6,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95938500,2,122790,0,712344,0,0,94818,5818562430,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,75,5,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95939500,6,368370,0,712338,0,0,94824,5818930800,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,75,2,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95940000,0,0,0,712338,0,0,94824,5818930800,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,76,2,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95942000,0,0,0,712338,0,0,94824,5818930800,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,76,1,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95942500,4,245580,0,712336,0,0,94828,5819176380,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,5,98,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95943500,0,0,0,712336,0,0,94828,5819176380,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,6,98,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95944500,0,0,0,712336,0,0,94828,5819176380,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,8,98,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95945000,0,0,0,712336,0,0,94828,5819176380,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,3,99,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95945500,2,122760,0,712334,0,0,94830,5819299140,41070000,40700000,40760000,40920000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,3,108,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95947000,0,0,0,712334,0,0,94830,5819299140,41070000,40700000,40760000,40920000,41130000,41020000,708376,0,0,0,0,40930000,40920000,0,0,0,0,0,0,0,0,3,109,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95947500,6,368370,0,712338,0,0,94836,5819667510,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,76,27,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95948000,8,491160,0,712338,0,0,94844,5820158670,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,76,24,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95948500,10,613950,0,712338,0,0,94854,5820772620,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,76,19,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95949500,0,0,0,712338,0,0,94854,5820772620,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,76,20,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95950000,4,245580,0,712342,0,0,94858,5821018200,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,76,18,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95951000,0,0,0,712342,0,0,94858,5821018200,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,76,48,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95951500,2,122790,0,712344,0,0,94860,5821140990,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,51,48,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95952000,0,0,0,712344,0,0,94860,5821140990,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,51,51,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95953500,6,368460,0,712350,0,0,94866,5821509450,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,48,51,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95954000,2,122820,0,712352,0,0,94868,5821632270,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,43,51,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95955000,12,736740,0,712352,0,0,94880,5822369010,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,43,45,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95956000,0,0,0,712352,0,0,94880,5822369010,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,46,45,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95956500,0,0,0,712352,0,0,94880,5822369010,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,47,45,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95957000,0,0,0,712352,0,0,94880,5822369010,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,47,48,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95957500,4,245640,0,712352,0,0,94884,5822614650,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,45,48,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95958000,6,368370,0,712358,0,0,94890,5822983020,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,46,45,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,95959000,0,0,0,712358,0,0,94890,5822983020,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,46,46,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100000500,0,0,0,712358,0,0,94890,5822983020,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,46,58,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100001000,0,0,0,712358,0,0,94890,5822983020,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,46,148,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100001500,10,614100,0,712368,0,0,94900,5823597120,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,45,174,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100002000,106,6509190,0,712338,0,0,95006,5830106310,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,8,166,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100002500,66,4053060,0,712330,0,0,95072,5834159370,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,573,11,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100003000,0,0,0,712330,0,0,95072,5834159370,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,573,26,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100003500,0,0,0,712330,0,0,95072,5834159370,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,573,47,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100004000,0,0,0,712330,0,0,95072,5834159370,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,573,48,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100004500,32,1965120,0,712348,0,0,95104,5836124490,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,573,24,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100005000,0,0,0,712348,0,0,95104,5836124490,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,570,24,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100005500,0,0,0,712348,0,0,95104,5836124490,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,570,25,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100006500,40,2456400,0,712388,0,0,95144,5838580890,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,576,5,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100007000,10,614100,0,712386,0,0,95154,5839194990,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,11,176,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100007500,22,1351020,0,712364,0,0,95176,5840546010,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,576,3,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100008000,0,0,0,712364,0,0,95176,5840546010,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,576,1,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100008500,0,0,0,712364,0,0,95176,5840546010,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40930000,0,0,0,0,0,0,0,0,576,176,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100009000,0,0,0,712364,0,0,95176,5840546010,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,4,176,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100009500,0,0,0,712364,0,0,95176,5840546010,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,576,2,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100010000,2,122820,0,712362,0,0,95178,5840668830,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,2,177,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100010500,8,491280,0,712358,0,0,95186,5841160110,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,5,177,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100011000,10,614100,0,712360,0,0,95196,5841774210,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40930000,0,0,0,0,0,0,0,0,576,177,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100011500,0,0,0,712360,0,0,95196,5841774210,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40930000,0,0,0,0,0,0,0,0,576,175,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100012000,2,122820,0,712360,0,0,95198,5841897030,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40930000,0,0,0,0,0,0,0,0,576,176,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100012500,0,0,0,712360,0,0,95198,5841897030,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,6,176,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100013000,2,122820,0,712360,0,0,95200,5842019850,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,12,175,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100013500,10,614100,0,712358,0,0,95210,5842633950,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,8,175,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100014500,0,0,0,712358,0,0,95210,5842633950,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,12,175,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100015000,0,0,0,712358,0,0,95210,5842633950,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,13,175,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100016000,52,3193320,0,712310,0,0,95262,5845827270,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,576,21,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100016500,26,1596660,0,712292,0,0,95288,5847423930,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,576,33,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100017000,90,5526900,0,712294,0,0,95378,5852950830,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,576,35,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100018000,2,122850,0,712296,0,0,95380,5853073680,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,575,36,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100018500,8,491400,0,712300,0,0,95388,5853565080,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,571,37,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100019000,4,245640,0,712296,0,0,95392,5853810720,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,573,35,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100020500,0,0,0,712296,0,0,95392,5853810720,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,573,36,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100022500,0,0,0,712296,0,0,95392,5853810720,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,573,39,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100023000,0,0,0,712296,0,0,95392,5853810720,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,573,40,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100024000,2,122850,0,712298,0,0,95394,5853933570,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,572,43,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100024500,0,0,0,712298,0,0,95394,5853933570,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,572,44,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100025000,0,0,0,712298,0,0,95394,5853933570,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,572,45,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100026000,2,122820,0,712296,0,0,95396,5854056390,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,572,44,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100027500,8,491400,0,712304,0,0,95404,5854547790,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,568,44,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100028000,2,122820,0,712302,0,0,95406,5854670610,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,568,43,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100029000,2,122820,0,712300,0,0,95408,5854793430,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,568,42,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100030000,10,614160,0,712298,0,0,95418,5855407590,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,566,39,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100030500,60,3685500,0,712304,0,0,95478,5859093090,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,536,36,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100031000,8,491400,0,712304,0,0,95486,5859584490,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,532,48,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100031500,0,0,0,712304,0,0,95486,5859584490,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,532,51,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100032000,54,3316950,0,712250,0,0,95540,5862901440,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,511,29,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100032500,32,1965600,0,712218,0,0,95572,5864867040,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,495,29,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100033000,2,122850,0,712216,0,0,95574,5864989890,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,494,29,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100035000,2,122820,0,712218,0,0,95576,5865112710,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,494,28,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100035500,0,0,0,712218,0,0,95576,5865112710,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,494,23,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100036500,2,122820,0,712218,0,0,95578,5865235530,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,495,22,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100037500,0,0,0,712218,0,0,95578,5865235530,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,495,23,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100038500,4,245640,0,712222,0,0,95582,5865481170,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,495,21,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100040500,2,122820,0,712222,0,0,95584,5865603990,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,495,20,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100041000,0,0,0,712222,0,0,95584,5865603990,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,495,8,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100042000,6,368460,0,712224,0,0,95590,5865972450,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,495,5,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100043000,2,122850,0,712224,0,0,95592,5866095300,41070000,40700000,40760000,40950000,41130000,41020000,708376,0,0,0,0,40950000,40940000,0,0,0,0,0,0,0,0,494,2,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100043500,4,245640,0,712224,0,0,95596,5866340940,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,2,114,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100044000,4,245640,0,712226,0,0,95600,5866586580,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,4,115,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100044500,0,0,0,712226,0,0,95600,5866586580,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,11,115,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100045500,0,0,0,712226,0,0,95600,5866586580,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,13,115,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100047000,0,0,0,712226,0,0,95600,5866586580,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,17,115,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100048500,4,245640,0,712226,0,0,95604,5866832220,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,15,115,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100050000,2,122790,0,712226,0,0,95606,5866955010,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,15,114,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100050500,2,122820,0,712228,0,0,95608,5867077830,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,26,117,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100051000,50,3070500,0,712270,0,0,95658,5870148330,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,2,117,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100051500,4,245640,0,712274,0,0,95662,5870393970,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40930000,0,0,0,0,0,0,0,0,496,117,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100052000,0,0,0,712274,0,0,95662,5870393970,41070000,40700000,40760000,40940000,41130000,41020000,708376,0,0,0,0,40950000,40930000,0,0,0,0,0,0,0,0,496,114,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100052500,42,2578620,0,712276,0,0,95704,5872972590,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40950000,40930000,0,0,0,0,0,0,0,0,496,95,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,100053500,0,0,0,712276,0,0,95704,5872972590,41070000,40700000,40760000,40930000,41130000,41020000,708376,0,0,0,0,40940000,40930000,0,0,0,0,0,0,0,0,12,95,0,0,0,0
