code,wind_code,name,date,time,volume,turover,settle,position,cur_delta,trade_flag,accvolume,accturover,high,low,open,price,pre_close,pre_settle,pre_position,ask5,ask4,ask3,ask2,ask1,bid1,bid2,bid3,bid4,bid5,asize5,asize4,asize3,asize2,asize1,bsize1,bsize2,bsize3,bsize4,bsize5
ag,AG.SHF,沪银活跃-ag1612,20170103,90011000,704,42999570,0,707666,0,0,7226,441630180,40780000,40700000,40760000,40710000,41130000,41020000,708376,0,0,0,0,40710000,40700000,0,0,0,0,0,0,0,0,9,932,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90011500,138,8428770,0,707648,0,0,7364,450058950,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40730000,40720000,0,0,0,0,0,0,0,0,8,6,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90012000,136,8309730,0,707706,0,0,7500,458368680,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40730000,40720000,0,0,0,0,0,0,0,0,2,21,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90012500,24,1466400,0,707704,0,0,7524,459835080,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40730000,40720000,0,0,0,0,0,0,0,0,18,27,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90013000,24,1466220,0,707696,0,0,7548,461301300,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40730000,40720000,0,0,0,0,0,0,0,0,12,27,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90013500,30,1832910,0,707674,0,0,7578,463134210,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40730000,40720000,0,0,0,0,0,0,0,0,12,27,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90014000,40,2443830,0,707676,0,0,7618,465578040,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40740000,40730000,0,0,0,0,0,0,0,0,71,35,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90014500,66,4033050,0,707690,0,0,7684,469611090,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40740000,40730000,0,0,0,0,0,0,0,0,51,28,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90015000,96,5865060,0,707754,0,0,7780,475476150,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40730000,40720000,0,0,0,0,0,0,0,0,7,37,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90015500,4,244350,0,707754,0,0,7784,475720500,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40730000,40720000,0,0,0,0,0,0,0,0,7,36,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90016000,16,977400,0,707756,0,0,7800,476697900,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40730000,40720000,0,0,0,0,0,0,0,0,6,32,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90016500,42,2565750,0,707754,0,0,7842,479263650,40780000,40700000,40760000,40740000,41130000,41020000,708376,0,0,0,0,40740000,40730000,0,0,0,0,0,0,0,0,49,7,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90017000,146,8917890,0,707730,0,0,7988,488181540,40780000,40700000,40760000,40720000,41130000,41020000,708376,0,0,0,0,40720000,40710000,0,0,0,0,0,0,0,0,38,216,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90017500,202,12337200,0,707714,0,0,8190,500518740,40780000,40700000,40760000,40720000,41130000,41020000,708376,0,0,0,0,40730000,40710000,0,0,0,0,0,0,0,0,11,176,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90018000,72,4398780,0,707674,0,0,8262,504917520,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40730000,40720000,0,0,0,0,0,0,0,0,5,2,0,0,0,0
ag,AG.SHF,沪银活跃-ag1612,20170103,90018500,0,0,0,707674,0,0,8262,504917520,40780000,40700000,40760000,40730000,41130000,41020000,708376,0,0,0,0,40730000,40720000,0,0,0,0,0,0,0,0,28,10,0,0,0,0
